timestamp,value,metric,unit,interval,network,fetch_timestamp,dataset_type
2025-11-01 23:10:00+10:00,20445.266,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 23:15:00+10:00,20319.307,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 23:20:00+10:00,20305.136,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 23:25:00+10:00,20315.864,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 23:30:00+10:00,20359.588,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 23:35:00+10:00,20407.446,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 23:40:00+10:00,20282.324,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 23:45:00+10:00,20364.583,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 23:50:00+10:00,20213.823,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 23:55:00+10:00,20026.798,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 00:00:00+10:00,19908.124,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 00:05:00+10:00,20011.078,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 00:10:00+10:00,19842.201,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 00:15:00+10:00,19714.226,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 00:20:00+10:00,19804.347,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 00:25:00+10:00,19728.714,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 00:30:00+10:00,19569.077,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 00:35:00+10:00,19460.199,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 00:40:00+10:00,19443.263,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 00:45:00+10:00,19359.059,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 00:50:00+10:00,19358.17,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 00:55:00+10:00,19243.264,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 01:00:00+10:00,19080.673,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 01:05:00+10:00,19175.822,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 01:10:00+10:00,19148.132,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 01:15:00+10:00,19139.951,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 01:20:00+10:00,19071.291,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 01:25:00+10:00,19026.505,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
